Domain Code,Domain,Reporter Country Code (M49),Reporter Countries,Partner Country Code (M49),Partner Countries,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","528","Netherlands (Kingdom of the)","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2007","2007","t","2592","A","Official figure"
"TM","Detailed trade matrix","528","Netherlands (Kingdom of the)","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2008","2008","t","3047","A","Official figure"
"TM","Detailed trade matrix","528","Netherlands (Kingdom of the)","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2009","2009","t","1200","A","Official figure"
"TM","Detailed trade matrix","528","Netherlands (Kingdom of the)","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2010","2010","t","529","A","Official figure"
"TM","Detailed trade matrix","528","Netherlands (Kingdom of the)","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2011","2011","t","4906","A","Official figure"
"TM","Detailed trade matrix","528","Netherlands (Kingdom of the)","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2012","2012","t","2175","A","Official figure"
"TM","Detailed trade matrix","528","Netherlands (Kingdom of the)","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2013","2013","t","333","A","Official figure"
"TM","Detailed trade matrix","528","Netherlands (Kingdom of the)","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2014","2014","t","2250.7","A","Official figure"
"TM","Detailed trade matrix","528","Netherlands (Kingdom of the)","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2015","2015","t","341.4","A","Official figure"
"TM","Detailed trade matrix","528","Netherlands (Kingdom of the)","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2016","2016","t","670.19","A","Official figure"
"TM","Detailed trade matrix","528","Netherlands (Kingdom of the)","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2017","2017","t","1110.22","A","Official figure"
"TM","Detailed trade matrix","528","Netherlands (Kingdom of the)","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2018","2018","t","1171.91","A","Official figure"
"TM","Detailed trade matrix","528","Netherlands (Kingdom of the)","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2019","2019","t","1232.91","A","Official figure"
"TM","Detailed trade matrix","528","Netherlands (Kingdom of the)","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2020","2020","t","844.14","A","Official figure"
"TM","Detailed trade matrix","528","Netherlands (Kingdom of the)","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2021","2021","t","437.75","A","Official figure"
"TM","Detailed trade matrix","528","Netherlands (Kingdom of the)","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2022","2022","t","321.99","A","Official figure"
"TM","Detailed trade matrix","528","Netherlands (Kingdom of the)","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2023","2023","t","352.45","A","Official figure"
"TM","Detailed trade matrix","528","Netherlands (Kingdom of the)","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2024","2024","t","670.15","A","Official figure"
"TM","Detailed trade matrix","554","New Zealand","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2004","2004","t","3","A","Official figure"
"TM","Detailed trade matrix","554","New Zealand","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2008","2008","t","14","A","Official figure"
"TM","Detailed trade matrix","554","New Zealand","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2010","2010","t","0","A","Official figure"
"TM","Detailed trade matrix","554","New Zealand","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2012","2012","t","66","A","Official figure"
"TM","Detailed trade matrix","554","New Zealand","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2013","2013","t","34","A","Official figure"
"TM","Detailed trade matrix","554","New Zealand","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2015","2015","t","3.49","A","Official figure"
"TM","Detailed trade matrix","554","New Zealand","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2016","2016","t","29.44","A","Official figure"
"TM","Detailed trade matrix","554","New Zealand","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2017","2017","t","57.88","A","Official figure"
"TM","Detailed trade matrix","554","New Zealand","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2018","2018","t","34.02","A","Official figure"
"TM","Detailed trade matrix","554","New Zealand","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2019","2019","t","19.16","A","Official figure"
"TM","Detailed trade matrix","554","New Zealand","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2020","2020","t","22.81","A","Official figure"
"TM","Detailed trade matrix","554","New Zealand","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2021","2021","t","13.42","A","Official figure"
"TM","Detailed trade matrix","554","New Zealand","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2022","2022","t","3.19","A","Official figure"
"TM","Detailed trade matrix","554","New Zealand","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2024","2024","t","5.35","A","Official figure"
"TM","Detailed trade matrix","578","Norway","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2002","2002","t","0","A","Official figure"
"TM","Detailed trade matrix","578","Norway","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2003","2003","t","0","A","Official figure"
"TM","Detailed trade matrix","578","Norway","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2004","2004","t","0","A","Official figure"
"TM","Detailed trade matrix","578","Norway","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2005","2005","t","1","A","Official figure"
"TM","Detailed trade matrix","578","Norway","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2006","2006","t","1","A","Official figure"
"TM","Detailed trade matrix","578","Norway","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2007","2007","t","2","A","Official figure"
"TM","Detailed trade matrix","578","Norway","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2008","2008","t","3","A","Official figure"
"TM","Detailed trade matrix","578","Norway","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2009","2009","t","3","A","Official figure"
"TM","Detailed trade matrix","578","Norway","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2010","2010","t","0","A","Official figure"
"TM","Detailed trade matrix","578","Norway","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2011","2011","t","2","A","Official figure"
"TM","Detailed trade matrix","578","Norway","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2012","2012","t","3","A","Official figure"
"TM","Detailed trade matrix","578","Norway","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2013","2013","t","4","A","Official figure"
"TM","Detailed trade matrix","578","Norway","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2014","2014","t","0.5","A","Official figure"
"TM","Detailed trade matrix","578","Norway","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2017","2017","t","5.8","A","Official figure"
"TM","Detailed trade matrix","578","Norway","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2022","2022","t","0.11","A","Official figure"
"TM","Detailed trade matrix","578","Norway","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2023","2023","t","0.18","A","Official figure"
"TM","Detailed trade matrix","578","Norway","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2024","2024","t","0.3","A","Official figure"
"TM","Detailed trade matrix","608","Philippines","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2005","2005","t","1","A","Official figure"
"TM","Detailed trade matrix","608","Philippines","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2006","2006","t","1","A","Official figure"
"TM","Detailed trade matrix","608","Philippines","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2007","2007","t","1","A","Official figure"
"TM","Detailed trade matrix","608","Philippines","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2009","2009","t","1","A","Official figure"
"TM","Detailed trade matrix","608","Philippines","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2010","2010","t","1","A","Official figure"
"TM","Detailed trade matrix","608","Philippines","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2022","2022","t","0.31","A","Official figure"
"TM","Detailed trade matrix","616","Poland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2004","2004","t","220","A","Official figure"
"TM","Detailed trade matrix","616","Poland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2005","2005","t","371","A","Official figure"
"TM","Detailed trade matrix","616","Poland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2006","2006","t","250","A","Official figure"
"TM","Detailed trade matrix","616","Poland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2007","2007","t","503","A","Official figure"
"TM","Detailed trade matrix","616","Poland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2008","2008","t","247","A","Official figure"
"TM","Detailed trade matrix","616","Poland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2009","2009","t","137","A","Official figure"
"TM","Detailed trade matrix","616","Poland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2010","2010","t","221","A","Official figure"
"TM","Detailed trade matrix","616","Poland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2011","2011","t","230","A","Official figure"
"TM","Detailed trade matrix","616","Poland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2012","2012","t","309","A","Official figure"
"TM","Detailed trade matrix","616","Poland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2013","2013","t","729","A","Official figure"
"TM","Detailed trade matrix","616","Poland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2014","2014","t","487.8","A","Official figure"
"TM","Detailed trade matrix","616","Poland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2015","2015","t","310.4","A","Official figure"
"TM","Detailed trade matrix","616","Poland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2016","2016","t","443.63","A","Official figure"
"TM","Detailed trade matrix","616","Poland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2017","2017","t","1497.69","A","Official figure"
"TM","Detailed trade matrix","616","Poland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2018","2018","t","1305.28","A","Official figure"
"TM","Detailed trade matrix","616","Poland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2019","2019","t","1803.83","A","Official figure"
"TM","Detailed trade matrix","616","Poland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2020","2020","t","2016.06","A","Official figure"
"TM","Detailed trade matrix","616","Poland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2021","2021","t","3507.32","A","Official figure"
"TM","Detailed trade matrix","616","Poland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2022","2022","t","3008.46","A","Official figure"
"TM","Detailed trade matrix","616","Poland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2023","2023","t","2627.45","A","Official figure"
"TM","Detailed trade matrix","616","Poland","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2024","2024","t","2736.91","A","Official figure"
"TM","Detailed trade matrix","620","Portugal","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2001","2001","t","0","A","Official figure"
"TM","Detailed trade matrix","620","Portugal","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2002","2002","t","1","A","Official figure"
"TM","Detailed trade matrix","620","Portugal","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2003","2003","t","1","A","Official figure"
"TM","Detailed trade matrix","620","Portugal","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2004","2004","t","0","A","Official figure"
"TM","Detailed trade matrix","620","Portugal","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2005","2005","t","1","A","Official figure"
"TM","Detailed trade matrix","620","Portugal","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2006","2006","t","0","A","Official figure"
"TM","Detailed trade matrix","620","Portugal","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2007","2007","t","1","A","Official figure"
"TM","Detailed trade matrix","620","Portugal","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2008","2008","t","0","A","Official figure"
"TM","Detailed trade matrix","620","Portugal","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2009","2009","t","0","A","Official figure"
"TM","Detailed trade matrix","620","Portugal","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2010","2010","t","0","A","Official figure"
"TM","Detailed trade matrix","620","Portugal","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2011","2011","t","0","A","Official figure"
"TM","Detailed trade matrix","620","Portugal","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2012","2012","t","0","A","Official figure"
"TM","Detailed trade matrix","620","Portugal","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2013","2013","t","0","A","Official figure"
"TM","Detailed trade matrix","620","Portugal","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2014","2014","t","0.21","A","Official figure"
"TM","Detailed trade matrix","620","Portugal","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2015","2015","t","2.2","A","Official figure"
"TM","Detailed trade matrix","620","Portugal","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2016","2016","t","6.24","A","Official figure"
"TM","Detailed trade matrix","620","Portugal","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2017","2017","t","14.42","A","Official figure"
"TM","Detailed trade matrix","620","Portugal","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2018","2018","t","10.61","A","Official figure"
"TM","Detailed trade matrix","620","Portugal","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2019","2019","t","5.42","A","Official figure"
"TM","Detailed trade matrix","620","Portugal","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2020","2020","t","8.53","A","Official figure"
"TM","Detailed trade matrix","620","Portugal","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2021","2021","t","28.27","A","Official figure"
"TM","Detailed trade matrix","620","Portugal","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2022","2022","t","22.48","A","Official figure"
"TM","Detailed trade matrix","620","Portugal","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2023","2023","t","17.89","A","Official figure"
"TM","Detailed trade matrix","620","Portugal","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2024","2024","t","17.24","A","Official figure"
"TM","Detailed trade matrix","410","Republic of Korea","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2013","2013","t","2","A","Official figure"
"TM","Detailed trade matrix","410","Republic of Korea","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2015","2015","t","0.14","A","Official figure"
"TM","Detailed trade matrix","410","Republic of Korea","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2023","2023","t","0.12","A","Official figure"
"TM","Detailed trade matrix","642","Romania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2002","2002","t","35","A","Official figure"
"TM","Detailed trade matrix","642","Romania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2003","2003","t","61","A","Official figure"
"TM","Detailed trade matrix","642","Romania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2004","2004","t","58","A","Official figure"
"TM","Detailed trade matrix","642","Romania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2005","2005","t","32","A","Official figure"
"TM","Detailed trade matrix","642","Romania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2006","2006","t","31","A","Official figure"
"TM","Detailed trade matrix","642","Romania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2007","2007","t","2","A","Official figure"
"TM","Detailed trade matrix","642","Romania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2008","2008","t","7","A","Official figure"
"TM","Detailed trade matrix","642","Romania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2009","2009","t","2","A","Official figure"
"TM","Detailed trade matrix","642","Romania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2010","2010","t","108","A","Official figure"
"TM","Detailed trade matrix","642","Romania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2011","2011","t","235","A","Official figure"
"TM","Detailed trade matrix","642","Romania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2012","2012","t","781","A","Official figure"
"TM","Detailed trade matrix","642","Romania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2013","2013","t","543","A","Official figure"
"TM","Detailed trade matrix","642","Romania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2014","2014","t","245.4","A","Official figure"
"TM","Detailed trade matrix","642","Romania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2015","2015","t","239.3","A","Official figure"
"TM","Detailed trade matrix","642","Romania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2016","2016","t","445.45","A","Official figure"
"TM","Detailed trade matrix","642","Romania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2017","2017","t","442.79","I","Value imputed by a receiving agency"
"TM","Detailed trade matrix","642","Romania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2018","2018","t","388.22","A","Official figure"
"TM","Detailed trade matrix","642","Romania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2019","2019","t","360.79","A","Official figure"
"TM","Detailed trade matrix","642","Romania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2020","2020","t","1180.93","A","Official figure"
"TM","Detailed trade matrix","642","Romania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2021","2021","t","424.31","A","Official figure"
"TM","Detailed trade matrix","642","Romania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2022","2022","t","478.15","A","Official figure"
"TM","Detailed trade matrix","642","Romania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2023","2023","t","331.05","A","Official figure"
"TM","Detailed trade matrix","642","Romania","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2024","2024","t","159.39","A","Official figure"
"TM","Detailed trade matrix","643","Russian Federation","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2001","2001","t","2","A","Official figure"
"TM","Detailed trade matrix","643","Russian Federation","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2021","2021","t","0","A","Official figure"
"TM","Detailed trade matrix","702","Singapore","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2004","2004","t","0","A","Official figure"
"TM","Detailed trade matrix","702","Singapore","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2005","2005","t","0","A","Official figure"
"TM","Detailed trade matrix","702","Singapore","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2013","2013","t","0","A","Official figure"
"TM","Detailed trade matrix","702","Singapore","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2021","2021","t","0.08","A","Official figure"
"TM","Detailed trade matrix","703","Slovakia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2009","2009","t","0","A","Official figure"
"TM","Detailed trade matrix","703","Slovakia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2010","2010","t","0","A","Official figure"
"TM","Detailed trade matrix","703","Slovakia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2012","2012","t","0","A","Official figure"
"TM","Detailed trade matrix","703","Slovakia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2014","2014","t","0.1","A","Official figure"
"TM","Detailed trade matrix","703","Slovakia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2015","2015","t","0.3","A","Official figure"
"TM","Detailed trade matrix","703","Slovakia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2016","2016","t","0.29","A","Official figure"
"TM","Detailed trade matrix","703","Slovakia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2017","2017","t","1.15","A","Official figure"
"TM","Detailed trade matrix","703","Slovakia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2018","2018","t","2.14","A","Official figure"
"TM","Detailed trade matrix","703","Slovakia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2019","2019","t","3.11","A","Official figure"
"TM","Detailed trade matrix","703","Slovakia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2020","2020","t","4.69","A","Official figure"
"TM","Detailed trade matrix","703","Slovakia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2021","2021","t","26.42","A","Official figure"
"TM","Detailed trade matrix","703","Slovakia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2022","2022","t","31.32","A","Official figure"
"TM","Detailed trade matrix","703","Slovakia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2023","2023","t","22.29","A","Official figure"
"TM","Detailed trade matrix","703","Slovakia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2024","2024","t","26.23","A","Official figure"
"TM","Detailed trade matrix","705","Slovenia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2006","2006","t","0","A","Official figure"
"TM","Detailed trade matrix","705","Slovenia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2008","2008","t","0","A","Official figure"
"TM","Detailed trade matrix","705","Slovenia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2009","2009","t","0","A","Official figure"
"TM","Detailed trade matrix","705","Slovenia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2010","2010","t","0","A","Official figure"
"TM","Detailed trade matrix","705","Slovenia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2011","2011","t","0","A","Official figure"
"TM","Detailed trade matrix","705","Slovenia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2012","2012","t","1","A","Official figure"
"TM","Detailed trade matrix","705","Slovenia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2013","2013","t","0","A","Official figure"
"TM","Detailed trade matrix","705","Slovenia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2018","2018","t","1","A","Official figure"
"TM","Detailed trade matrix","705","Slovenia","826","United Kingdom of Great Britain and Northern Ireland","5910","Export quantity","F0875","Beef and veal preparations nes","2019","2019","t","0.01","A","Official figure"
